,avg_pace,meters,name,pace,position,spm,time
52.0,88.0,300.0,СПБГМТУ-2,84.0,6.0,62.0,5299.0
53.0,88.0,307.0,СПБГМТУ-2,80.0,6.0,64.0,5400.0
54.0,88.0,313.0,СПБГМТУ-2,79.0,6.0,68.0,5500.0
55.0,88.0,319.0,СПБГМТУ-2,78.0,6.0,69.0,5600.0
56.0,88.0,326.0,СПБГМТУ-2,79.0,6.0,69.0,5700.0
57.0,87.0,332.0,СПБГМТУ-2,79.0,6.0,72.0,5800.0
58.0,87.0,338.0,СПБГМТУ-2,80.0,5.0,72.0,5899.0
59.0,87.0,345.0,СПБГМТУ-2,81.0,5.0,71.0,5999.0
60.0,87.0,351.0,СПБГМТУ-2,81.0,5.0,74.0,6100.0
61.0,87.0,357.0,СПБГМТУ-2,81.0,5.0,73.0,6199.0
62.0,87.0,363.0,СПБГМТУ-2,82.0,5.0,72.0,6300.0
63.0,87.0,369.0,СПБГМТУ-2,83.0,5.0,71.0,6399.0
64.0,87.0,375.0,СПБГМТУ-2,84.0,5.0,75.0,6549.0
65.0,87.0,381.0,СПБГМТУ-2,84.0,5.0,75.0,6600.0
66.0,87.0,387.0,СПБГМТУ-2,85.0,5.0,66.0,6699.0
67.0,87.0,393.0,СПБГМТУ-2,83.0,5.0,72.0,6800.0
68.0,86.0,399.0,СПБГМТУ-2,85.0,5.0,72.0,6899.0
69.0,86.0,405.0,СПБГМТУ-2,85.0,5.0,70.0,6999.0
70.0,86.0,411.0,СПБГМТУ-2,85.0,5.0,71.0,7099.0
71.0,86.0,417.0,СПБГМТУ-2,86.0,5.0,68.0,7199.0
72.0,86.0,422.0,СПБГМТУ-2,87.0,5.0,72.0,7299.0
73.0,86.0,428.0,СПБГМТУ-2,88.0,5.0,71.0,7399.0
74.0,86.0,434.0,СПБГМТУ-2,89.0,5.0,72.0,7499.0
75.0,86.0,440.0,СПБГМТУ-2,89.0,5.0,73.0,7599.0
76.0,87.0,445.0,СПБГМТУ-2,87.0,5.0,73.0,7749.0
77.0,87.0,451.0,СПБГМТУ-2,87.0,5.0,73.0,7800.0
78.0,87.0,457.0,СПБГМТУ-2,88.0,5.0,72.0,7949.0
79.0,87.0,462.0,СПБГМТУ-2,89.0,5.0,75.0,8049.0
80.0,87.0,468.0,СПБГМТУ-2,89.0,5.0,72.0,8149.0
81.0,87.0,474.0,СПБГМТУ-2,90.0,5.0,72.0,8250.0
82.0,87.0,479.0,СПБГМТУ-2,91.0,5.0,70.0,8349.0
83.0,87.0,485.0,СПБГМТУ-2,90.0,5.0,72.0,8449.0
84.0,87.0,490.0,СПБГМТУ-2,91.0,5.0,72.0,8499.0
85.0,87.0,495.0,СПБГМТУ-2,95.0,6.0,79.0,8649.0
86.0,87.0,499.0,СПБГМТУ-2,95.0,6.0,79.0,8749.0
87.0,87.0,502.0,СПБГМТУ-2,95.0,6.0,79.0,8846.0
88.0,88.0,507.0,СПБГМТУ-2,124.0,6.0,18.0,8947.0
89.0,88.0,512.0,СПБГМТУ-2,111.0,6.0,57.0,9049.0
90.0,88.0,517.0,СПБГМТУ-2,95.0,5.0,55.0,9149.0
91.0,88.0,523.0,СПБГМТУ-2,87.0,5.0,57.0,9248.0
92.0,88.0,529.0,СПБГМТУ-2,85.0,5.0,56.0,9349.0
93.0,88.0,535.0,СПБГМТУ-2,84.0,5.0,56.0,9449.0
94.0,88.0,541.0,СПБГМТУ-2,83.0,5.0,55.0,9549.0
95.0,88.0,547.0,СПБГМТУ-2,83.0,5.0,55.0,9650.0
96.0,88.0,553.0,СПБГМТУ-2,83.0,5.0,55.0,9749.0
97.0,88.0,559.0,СПБГМТУ-2,82.0,5.0,55.0,9849.0
98.0,88.0,565.0,СПБГМТУ-2,82.0,6.0,56.0,9949.0
99.0,88.0,572.0,СПБГМТУ-2,82.0,6.0,56.0,10049.0
100.0,87.0,578.0,СПБГМТУ-2,82.0,6.0,57.0,10149.0
101.0,87.0,584.0,СПБГМТУ-2,82.0,6.0,56.0,10249.0
102.0,87.0,590.0,СПБГМТУ-2,82.0,6.0,58.0,10349.0
103.0,87.0,596.0,СПБГМТУ-2,82.0,6.0,57.0,10449.0
104.0,87.0,602.0,СПБГМТУ-2,83.0,6.0,56.0,10548.0
105.0,87.0,608.0,СПБГМТУ-2,82.0,6.0,57.0,10649.0
106.0,87.0,615.0,СПБГМТУ-2,83.0,6.0,56.0,10748.0
107.0,87.0,621.0,СПБГМТУ-2,83.0,6.0,56.0,10850.0
108.0,87.0,627.0,СПБГМТУ-2,84.0,6.0,55.0,10950.0
109.0,87.0,633.0,СПБГМТУ-2,84.0,6.0,53.0,11050.0
110.0,87.0,638.0,СПБГМТУ-2,84.0,6.0,53.0,11149.0
111.0,87.0,644.0,СПБГМТУ-2,84.0,5.0,54.0,11249.0
112.0,87.0,650.0,СПБГМТУ-2,85.0,5.0,53.0,11349.0
113.0,87.0,656.0,СПБГМТУ-2,85.0,5.0,52.0,11449.0
114.0,87.0,662.0,СПБГМТУ-2,85.0,5.0,52.0,11548.0
115.0,87.0,668.0,СПБГМТУ-2,85.0,5.0,53.0,11649.0
116.0,87.0,674.0,СПБГМТУ-2,85.0,5.0,53.0,11749.0
117.0,87.0,680.0,СПБГМТУ-2,85.0,5.0,52.0,11849.0
118.0,87.0,686.0,СПБГМТУ-2,85.0,5.0,54.0,11950.0
119.0,87.0,692.0,СПБГМТУ-2,85.0,5.0,54.0,12050.0
120.0,87.0,697.0,СПБГМТУ-2,87.0,5.0,54.0,12149.0
121.0,87.0,703.0,СПБГМТУ-2,87.0,5.0,55.0,12249.0
122.0,87.0,709.0,СПБГМТУ-2,87.0,5.0,54.0,12349.0
123.0,87.0,715.0,СПБГМТУ-2,87.0,5.0,53.0,12449.0
124.0,87.0,721.0,СПБГМТУ-2,87.0,5.0,53.0,12549.0
125.0,87.0,726.0,СПБГМТУ-2,87.0,5.0,53.0,12648.0
126.0,87.0,732.0,СПБГМТУ-2,88.0,5.0,54.0,12749.0
127.0,87.0,738.0,СПБГМТУ-2,88.0,5.0,52.0,12849.0
128.0,87.0,743.0,СПБГМТУ-2,89.0,5.0,56.0,12949.0
129.0,87.0,749.0,СПБГМТУ-2,89.0,5.0,56.0,13049.0
130.0,87.0,753.0,СПБГМТУ-2,89.0,5.0,56.0,13147.0
131.0,87.0,757.0,СПБГМТУ-2,89.0,5.0,56.0,13247.0
132.0,87.0,761.0,СПБГМТУ-2,115.0,5.0,17.0,13348.0
133.0,87.0,766.0,СПБГМТУ-2,104.0,5.0,60.0,13448.0
134.0,87.0,772.0,СПБГМТУ-2,89.0,5.0,55.0,13548.0
135.0,87.0,779.0,СПБГМТУ-2,79.0,5.0,50.0,13648.0
136.0,87.0,785.0,СПБГМТУ-2,79.0,5.0,50.0,13749.0
137.0,87.0,792.0,СПБГМТУ-2,77.0,5.0,46.0,13849.0
138.0,87.0,798.0,СПБГМТУ-2,76.0,5.0,49.0,13949.0
139.0,87.0,805.0,СПБГМТУ-2,77.0,5.0,48.0,14049.0
140.0,87.0,812.0,СПБГМТУ-2,77.0,5.0,48.0,14149.0
141.0,87.0,818.0,СПБГМТУ-2,77.0,5.0,48.0,14249.0
142.0,87.0,824.0,СПБГМТУ-2,76.0,5.0,52.0,14349.0
143.0,87.0,831.0,СПБГМТУ-2,77.0,5.0,50.0,14448.0
144.0,87.0,838.0,СПБГМТУ-2,77.0,5.0,50.0,14548.0
145.0,87.0,844.0,СПБГМТУ-2,77.0,5.0,52.0,14648.0
146.0,86.0,851.0,СПБГМТУ-2,77.0,5.0,53.0,14749.0
147.0,86.0,857.0,СПБГМТУ-2,76.0,5.0,55.0,14849.0
148.0,86.0,864.0,СПБГМТУ-2,76.0,5.0,54.0,14949.0
149.0,86.0,871.0,СПБГМТУ-2,77.0,5.0,55.0,15049.0
150.0,86.0,877.0,СПБГМТУ-2,77.0,5.0,55.0,15148.0
151.0,86.0,883.0,СПБГМТУ-2,77.0,5.0,53.0,15248.0
152.0,86.0,890.0,СПБГМТУ-2,77.0,5.0,54.0,15348.0
153.0,86.0,896.0,СПБГМТУ-2,77.0,5.0,56.0,15449.0
154.0,86.0,903.0,СПБГМТУ-2,78.0,5.0,56.0,15548.0
155.0,86.0,909.0,СПБГМТУ-2,77.0,5.0,57.0,15648.0
156.0,86.0,916.0,СПБГМТУ-2,77.0,4.0,59.0,15748.0
157.0,86.0,922.0,СПБГМТУ-2,78.0,4.0,61.0,15848.0
158.0,86.0,929.0,СПБГМТУ-2,78.0,4.0,65.0,15949.0
159.0,86.0,935.0,СПБГМТУ-2,78.0,4.0,67.0,16049.0
160.0,86.0,942.0,СПБГМТУ-2,79.0,4.0,69.0,16148.0
161.0,85.0,948.0,СПБГМТУ-2,80.0,4.0,67.0,16249.0
162.0,85.0,954.0,СПБГМТУ-2,79.0,4.0,73.0,16349.0
163.0,85.0,961.0,СПБГМТУ-2,80.0,4.0,71.0,16448.0
164.0,85.0,967.0,СПБГМТУ-2,80.0,4.0,72.0,16549.0
165.0,85.0,973.0,СПБГМТУ-2,80.0,4.0,73.0,16648.0
166.0,85.0,979.0,СПБГМТУ-2,82.0,4.0,67.0,16749.0
167.0,85.0,985.0,СПБГМТУ-2,82.0,4.0,69.0,16848.0
168.0,85.0,992.0,СПБГМТУ-2,83.0,3.0,74.0,16948.0
169.0,0.0,1000.0,СПБГМТУ-2,0.0,3.0,0.0,17042.0
0.0,0.0,3.0,Лесгафта-1,0.0,2.0,0.0,104.0
1.0,135.0,7.0,Лесгафта-1,150.0,3.0,80.0,205.0
2.0,115.0,13.0,Лесгафта-1,107.0,4.0,54.0,305.0
3.0,103.0,19.0,Лесгафта-1,85.0,3.0,63.0,405.0
4.0,97.0,26.0,Лесгафта-1,79.0,2.0,59.0,504.0
5.0,92.0,33.0,Лесгафта-1,76.0,2.0,61.0,605.0
6.0,89.0,39.0,Лесгафта-1,75.0,2.0,60.0,704.0
7.0,87.0,46.0,Лесгафта-1,76.0,2.0,58.0,805.0
8.0,86.0,52.0,Лесгафта-1,76.0,2.0,60.0,905.0
9.0,85.0,59.0,Лесгафта-1,76.0,2.0,58.0,1004.0
10.0,84.0,66.0,Лесгафта-1,76.0,2.0,61.0,1104.0
11.0,83.0,72.0,Лесгафта-1,77.0,2.0,61.0,1204.0
12.0,83.0,79.0,Лесгафта-1,78.0,2.0,59.0,1304.0
13.0,82.0,85.0,Лесгафта-1,77.0,2.0,59.0,1404.0
14.0,82.0,92.0,Лесгафта-1,78.0,2.0,57.0,1505.0
15.0,82.0,98.0,Лесгафта-1,78.0,2.0,58.0,1603.0
16.0,82.0,105.0,Лесгафта-1,78.0,2.0,56.0,1704.0
17.0,81.0,111.0,Лесгафта-1,78.0,2.0,53.0,1804.0
18.0,81.0,117.0,Лесгафта-1,79.0,2.0,54.0,1904.0
19.0,81.0,124.0,Лесгафта-1,79.0,2.0,54.0,2004.0
20.0,81.0,130.0,Лесгафта-1,79.0,2.0,52.0,2105.0
21.0,81.0,136.0,Лесгафта-1,79.0,3.0,52.0,2204.0
22.0,81.0,142.0,Лесгафта-1,80.0,3.0,53.0,2304.0
23.0,81.0,149.0,Лесгафта-1,81.0,3.0,53.0,2404.0
24.0,81.0,155.0,Лесгафта-1,81.0,3.0,53.0,2504.0
25.0,81.0,161.0,Лесгафта-1,81.0,3.0,51.0,2604.0
26.0,81.0,167.0,Лесгафта-1,81.0,3.0,53.0,2703.0
27.0,81.0,174.0,Лесгафта-1,81.0,3.0,49.0,2803.0
28.0,81.0,180.0,Лесгафта-1,81.0,3.0,49.0,2904.0
29.0,81.0,186.0,Лесгафта-1,81.0,3.0,50.0,3003.0
30.0,81.0,192.0,Лесгафта-1,81.0,3.0,48.0,3103.0
31.0,81.0,198.0,Лесгафта-1,82.0,3.0,50.0,3204.0
32.0,81.0,204.0,Лесгафта-1,83.0,3.0,49.0,3304.0
33.0,81.0,210.0,Лесгафта-1,84.0,3.0,49.0,3404.0
34.0,81.0,216.0,Лесгафта-1,84.0,3.0,49.0,3504.0
35.0,81.0,222.0,Лесгафта-1,84.0,3.0,48.0,3603.0
36.0,81.0,228.0,Лесгафта-1,84.0,3.0,49.0,3703.0
37.0,81.0,233.0,Лесгафта-1,84.0,3.0,49.0,3803.0
38.0,82.0,238.0,Лесгафта-1,84.0,3.0,49.0,3903.0
39.0,82.0,243.0,Лесгафта-1,99.0,3.0,22.0,4003.0
40.0,83.0,249.0,Лесгафта-1,95.0,3.0,46.0,4104.0
41.0,82.0,255.0,Лесгафта-1,80.0,3.0,49.0,4204.0
42.0,82.0,262.0,Лесгафта-1,76.0,2.0,50.0,4304.0
43.0,82.0,269.0,Лесгафта-1,76.0,2.0,50.0,4404.0
44.0,82.0,275.0,Лесгафта-1,75.0,2.0,50.0,4504.0
45.0,82.0,282.0,Лесгафта-1,75.0,2.0,49.0,4604.0
46.0,82.0,289.0,Лесгафта-1,75.0,2.0,49.0,4703.0
47.0,81.0,295.0,Лесгафта-1,76.0,2.0,48.0,4803.0
48.0,81.0,302.0,Лесгафта-1,76.0,2.0,49.0,4904.0
49.0,81.0,308.0,Лесгафта-1,76.0,2.0,49.0,5003.0
50.0,81.0,315.0,Лесгафта-1,77.0,2.0,47.0,5104.0
51.0,81.0,322.0,Лесгафта-1,77.0,2.0,48.0,5204.0
52.0,81.0,328.0,Лесгафта-1,78.0,2.0,46.0,5303.0
53.0,81.0,335.0,Лесгафта-1,78.0,2.0,46.0,5404.0
54.0,81.0,341.0,Лесгафта-1,77.0,2.0,47.0,5504.0
55.0,81.0,348.0,Лесгафта-1,77.0,2.0,46.0,5603.0
56.0,81.0,354.0,Лесгафта-1,77.0,1.0,46.0,5704.0
57.0,81.0,361.0,Лесгафта-1,77.0,1.0,47.0,5804.0
58.0,80.0,367.0,Лесгафта-1,77.0,1.0,47.0,5904.0
59.0,80.0,374.0,Лесгафта-1,78.0,1.0,45.0,6003.0
60.0,80.0,380.0,Лесгафта-1,78.0,1.0,45.0,6104.0
61.0,80.0,386.0,Лесгафта-1,79.0,1.0,45.0,6203.0
62.0,80.0,393.0,Лесгафта-1,79.0,1.0,45.0,6303.0
63.0,80.0,399.0,Лесгафта-1,79.0,1.0,45.0,6403.0
64.0,80.0,406.0,Лесгафта-1,79.0,1.0,45.0,6504.0
65.0,80.0,412.0,Лесгафта-1,78.0,1.0,51.0,6604.0
66.0,80.0,418.0,Лесгафта-1,78.0,1.0,51.0,6704.0
67.0,80.0,425.0,Лесгафта-1,79.0,1.0,50.0,6803.0
68.0,80.0,431.0,Лесгафта-1,79.0,1.0,48.0,6903.0
69.0,80.0,437.0,Лесгафта-1,80.0,1.0,48.0,7003.0
70.0,80.0,444.0,Лесгафта-1,81.0,1.0,46.0,7104.0
71.0,80.0,450.0,Лесгафта-1,81.0,1.0,46.0,7204.0
72.0,80.0,456.0,Лесгафта-1,81.0,1.0,47.0,7303.0
73.0,80.0,462.0,Лесгафта-1,82.0,1.0,45.0,7404.0
74.0,80.0,468.0,Лесгафта-1,81.0,1.0,46.0,7503.0
75.0,80.0,474.0,Лесгафта-1,81.0,1.0,46.0,7603.0
76.0,80.0,480.0,Лесгафта-1,81.0,1.0,43.0,7702.0
77.0,80.0,485.0,Лесгафта-1,81.0,1.0,43.0,7803.0
78.0,81.0,490.0,Лесгафта-1,81.0,1.0,43.0,7902.0
79.0,81.0,494.0,Лесгафта-1,101.0,2.0,19.0,8004.0
80.0,81.0,499.0,Лесгафта-1,109.0,2.0,60.0,8103.0
81.0,81.0,505.0,Лесгафта-1,90.0,1.0,61.0,8204.0
82.0,81.0,512.0,Лесгафта-1,83.0,1.0,59.0,8304.0
83.0,81.0,518.0,Лесгафта-1,80.0,1.0,59.0,8403.0
84.0,81.0,524.0,Лесгафта-1,80.0,1.0,58.0,8504.0
85.0,81.0,531.0,Лесгафта-1,80.0,1.0,51.0,8603.0
86.0,81.0,537.0,Лесгафта-1,80.0,1.0,54.0,8703.0
87.0,81.0,543.0,Лесгафта-1,79.0,1.0,55.0,8803.0
88.0,81.0,550.0,Лесгафта-1,79.0,1.0,56.0,8903.0
89.0,81.0,556.0,Лесгафта-1,80.0,1.0,53.0,9003.0
90.0,81.0,562.0,Лесгафта-1,80.0,1.0,55.0,9103.0
91.0,81.0,568.0,Лесгафта-1,80.0,1.0,55.0,9203.0
92.0,81.0,575.0,Лесгафта-1,80.0,1.0,54.0,9303.0
93.0,81.0,581.0,Лесгафта-1,81.0,1.0,55.0,9403.0
94.0,81.0,587.0,Лесгафта-1,81.0,1.0,56.0,9503.0
95.0,81.0,593.0,Лесгафта-1,81.0,1.0,55.0,9603.0
96.0,81.0,599.0,Лесгафта-1,81.0,1.0,54.0,9702.0
97.0,81.0,606.0,Лесгафта-1,81.0,1.0,56.0,9803.0
98.0,81.0,612.0,Лесгафта-1,81.0,1.0,55.0,9903.0
99.0,81.0,618.0,Лесгафта-1,82.0,1.0,54.0,10003.0
100.0,81.0,624.0,Лесгафта-1,82.0,1.0,57.0,10103.0
101.0,81.0,630.0,Лесгафта-1,82.0,1.0,56.0,10203.0
102.0,81.0,637.0,Лесгафта-1,82.0,1.0,55.0,10303.0
103.0,81.0,643.0,Лесгафта-1,82.0,1.0,54.0,10403.0
104.0,81.0,649.0,Лесгафта-1,82.0,1.0,54.0,10503.0
105.0,81.0,655.0,Лесгафта-1,82.0,1.0,58.0,10602.0
106.0,81.0,661.0,Лесгафта-1,83.0,1.0,56.0,10703.0
107.0,81.0,667.0,Лесгафта-1,83.0,1.0,56.0,10803.0
108.0,81.0,673.0,Лесгафта-1,83.0,1.0,57.0,10903.0
109.0,81.0,679.0,Лесгафта-1,83.0,1.0,57.0,11003.0
110.0,81.0,685.0,Лесгафта-1,84.0,1.0,58.0,11102.0
111.0,81.0,691.0,Лесгафта-1,85.0,1.0,59.0,11203.0
112.0,81.0,697.0,Лесгафта-1,85.0,1.0,59.0,11303.0
113.0,81.0,703.0,Лесгафта-1,85.0,1.0,57.0,11402.0
114.0,81.0,709.0,Лесгафта-1,85.0,1.0,59.0,11502.0
115.0,81.0,714.0,Лесгафта-1,85.0,1.0,57.0,11602.0
116.0,81.0,720.0,Лесгафта-1,86.0,1.0,56.0,11702.0
117.0,81.0,726.0,Лесгафта-1,86.0,1.0,57.0,11803.0
118.0,81.0,732.0,Лесгафта-1,87.0,1.0,58.0,11902.0
119.0,81.0,737.0,Лесгафта-1,87.0,1.0,58.0,12002.0
120.0,82.0,741.0,Лесгафта-1,87.0,1.0,58.0,12102.0
121.0,82.0,745.0,Лесгафта-1,106.0,1.0,25.0,12201.0
122.0,82.0,748.0,Лесгафта-1,106.0,1.0,25.0,12300.0
123.0,82.0,753.0,Лесгафта-1,135.0,1.0,23.0,12401.0
124.0,83.0,758.0,Лесгафта-1,97.0,1.0,52.0,12502.0
125.0,83.0,764.0,Лесгафта-1,83.0,1.0,51.0,12603.0
126.0,82.0,770.0,Лесгафта-1,83.0,1.0,51.0,12703.0
127.0,82.0,777.0,Лесгафта-1,80.0,1.0,51.0,12803.0
128.0,82.0,783.0,Лесгафта-1,79.0,1.0,52.0,12903.0
129.0,82.0,790.0,Лесгафта-1,78.0,1.0,51.0,13003.0
130.0,82.0,796.0,Лесгафта-1,78.0,1.0,54.0,13102.0
131.0,82.0,803.0,Лесгафта-1,78.0,1.0,57.0,13202.0
132.0,82.0,809.0,Лесгафта-1,78.0,1.0,58.0,13302.0
133.0,82.0,815.0,Лесгафта-1,79.0,1.0,55.0,13403.0
134.0,82.0,822.0,Лесгафта-1,79.0,1.0,56.0,13503.0
135.0,82.0,828.0,Лесгафта-1,80.0,1.0,56.0,13603.0
136.0,82.0,834.0,Лесгафта-1,80.0,1.0,56.0,13752.0
137.0,82.0,840.0,Лесгафта-1,80.0,1.0,56.0,13803.0
138.0,82.0,846.0,Лесгафта-1,81.0,1.0,55.0,13902.0
139.0,82.0,853.0,Лесгафта-1,82.0,1.0,54.0,14002.0
140.0,82.0,859.0,Лесгафта-1,82.0,1.0,56.0,14102.0
141.0,82.0,865.0,Лесгафта-1,81.0,1.0,56.0,14202.0
142.0,82.0,871.0,Лесгафта-1,82.0,1.0,55.0,14303.0
143.0,82.0,877.0,Лесгафта-1,82.0,1.0,57.0,14402.0
144.0,82.0,883.0,Лесгафта-1,83.0,1.0,56.0,14502.0
145.0,82.0,889.0,Лесгафта-1,83.0,1.0,57.0,14603.0
146.0,82.0,895.0,Лесгафта-1,83.0,1.0,57.0,14702.0
147.0,82.0,902.0,Лесгафта-1,83.0,1.0,57.0,14803.0
148.0,82.0,908.0,Лесгафта-1,83.0,1.0,57.0,14952.0
149.0,82.0,914.0,Лесгафта-1,83.0,1.0,57.0,15003.0
150.0,82.0,920.0,Лесгафта-1,83.0,1.0,58.0,15103.0
151.0,82.0,926.0,Лесгафта-1,82.0,1.0,57.0,15202.0
152.0,82.0,932.0,Лесгафта-1,83.0,1.0,58.0,15303.0
153.0,82.0,938.0,Лесгафта-1,84.0,1.0,57.0,15451.0
154.0,82.0,944.0,Лесгафта-1,84.0,1.0,57.0,15502.0
155.0,82.0,950.0,Лесгафта-1,84.0,1.0,58.0,15602.0
156.0,82.0,956.0,Лесгафта-1,85.0,1.0,56.0,15702.0
157.0,82.0,962.0,Лесгафта-1,85.0,1.0,56.0,15802.0
158.0,82.0,967.0,Лесгафта-1,86.0,1.0,56.0,15953.0
159.0,82.0,973.0,Лесгафта-1,86.0,1.0,58.0,16053.0
160.0,82.0,979.0,Лесгафта-1,87.0,1.0,58.0,16152.0
161.0,82.0,985.0,Лесгафта-1,87.0,1.0,58.0,16202.0
162.0,82.0,990.0,Лесгафта-1,87.0,1.0,57.0,16352.0
163.0,82.0,996.0,Лесгафта-1,88.0,1.0,57.0,16401.0
164.0,82.0,1000.0,Лесгафта-1,88.0,1.0,57.0,16470.0
0.0,0.0,1.0,ГУМРФ-2,0.0,6.0,0.0,101.0
1.0,251.0,6.0,ГУМРФ-2,115.0,5.0,0.0,203.0
2.0,150.0,12.0,ГУМРФ-2,94.0,5.0,65.0,303.0
3.0,111.0,18.0,ГУМРФ-2,86.0,4.0,67.0,404.0
4.0,104.0,24.0,ГУМРФ-2,82.0,5.0,66.0,503.0
5.0,100.0,31.0,ГУМРФ-2,80.0,5.0,71.0,603.0
6.0,96.0,37.0,ГУМРФ-2,79.0,5.0,65.0,703.0
7.0,93.0,43.0,ГУМРФ-2,78.0,5.0,67.0,803.0
8.0,91.0,50.0,ГУМРФ-2,78.0,5.0,64.0,904.0
9.0,90.0,56.0,ГУМРФ-2,77.0,4.0,64.0,1003.0
10.0,88.0,63.0,ГУМРФ-2,77.0,5.0,65.0,1103.0
11.0,87.0,69.0,ГУМРФ-2,77.0,4.0,63.0,1203.0
12.0,86.0,76.0,ГУМРФ-2,77.0,4.0,62.0,1303.0
13.0,85.0,83.0,ГУМРФ-2,76.0,4.0,63.0,1403.0
14.0,85.0,89.0,ГУМРФ-2,77.0,4.0,64.0,1503.0
15.0,84.0,96.0,ГУМРФ-2,77.0,4.0,62.0,1603.0
16.0,84.0,102.0,ГУМРФ-2,78.0,4.0,59.0,1704.0
17.0,83.0,109.0,ГУМРФ-2,78.0,4.0,61.0,1804.0
18.0,83.0,115.0,ГУМРФ-2,79.0,4.0,63.0,1904.0
19.0,83.0,121.0,ГУМРФ-2,80.0,4.0,62.0,2003.0
20.0,83.0,127.0,ГУМРФ-2,80.0,4.0,61.0,2103.0
21.0,83.0,134.0,ГУМРФ-2,81.0,4.0,62.0,2203.0
22.0,82.0,140.0,ГУМРФ-2,81.0,4.0,60.0,2303.0
23.0,82.0,146.0,ГУМРФ-2,81.0,4.0,60.0,2403.0
24.0,82.0,152.0,ГУМРФ-2,81.0,4.0,59.0,2502.0
25.0,82.0,158.0,ГУМРФ-2,82.0,4.0,61.0,2603.0
26.0,82.0,164.0,ГУМРФ-2,82.0,4.0,57.0,2703.0
27.0,82.0,170.0,ГУМРФ-2,83.0,4.0,59.0,2802.0
28.0,82.0,176.0,ГУМРФ-2,82.0,4.0,57.0,2903.0
29.0,82.0,183.0,ГУМРФ-2,82.0,4.0,58.0,3002.0
30.0,82.0,189.0,ГУМРФ-2,82.0,4.0,57.0,3103.0
31.0,82.0,195.0,ГУМРФ-2,83.0,4.0,56.0,3202.0
32.0,82.0,201.0,ГУМРФ-2,83.0,4.0,58.0,3303.0
33.0,82.0,207.0,ГУМРФ-2,83.0,4.0,61.0,3402.0
34.0,82.0,213.0,ГУМРФ-2,83.0,4.0,62.0,3503.0
35.0,82.0,219.0,ГУМРФ-2,84.0,4.0,66.0,3603.0
36.0,82.0,225.0,ГУМРФ-2,85.0,4.0,63.0,3702.0
37.0,82.0,230.0,ГУМРФ-2,86.0,4.0,63.0,3803.0
38.0,83.0,236.0,ГУМРФ-2,88.0,4.0,59.0,3902.0
39.0,83.0,242.0,ГУМРФ-2,90.0,4.0,55.0,4003.0
40.0,83.0,246.0,ГУМРФ-2,90.0,4.0,55.0,4102.0
41.0,83.0,250.0,ГУМРФ-2,90.0,5.0,55.0,4200.0
42.0,85.0,254.0,ГУМРФ-2,114.0,6.0,18.0,4302.0
43.0,85.0,258.0,ГУМРФ-2,114.0,4.0,53.0,4402.0
44.0,85.0,264.0,ГУМРФ-2,98.0,4.0,53.0,4502.0
45.0,85.0,269.0,ГУМРФ-2,98.0,4.0,53.0,4603.0
46.0,85.0,275.0,ГУМРФ-2,88.0,4.0,53.0,4703.0
47.0,85.0,282.0,ГУМРФ-2,82.0,4.0,59.0,4802.0
48.0,85.0,288.0,ГУМРФ-2,80.0,4.0,60.0,4903.0
49.0,85.0,294.0,ГУМРФ-2,80.0,4.0,60.0,5003.0
50.0,85.0,301.0,ГУМРФ-2,79.0,4.0,60.0,5102.0
51.0,85.0,307.0,ГУМРФ-2,80.0,4.0,57.0,5203.0
52.0,85.0,313.0,ГУМРФ-2,80.0,4.0,60.0,5303.0
53.0,85.0,319.0,ГУМРФ-2,80.0,4.0,60.0,5403.0
54.0,85.0,326.0,ГУМРФ-2,81.0,4.0,55.0,5503.0
55.0,85.0,332.0,ГУМРФ-2,82.0,4.0,53.0,5602.0
56.0,84.0,338.0,ГУМРФ-2,82.0,4.0,53.0,5702.0
57.0,84.0,344.0,ГУМРФ-2,82.0,4.0,55.0,5802.0
58.0,84.0,350.0,ГУМРФ-2,82.0,4.0,54.0,5903.0
59.0,84.0,356.0,ГУМРФ-2,83.0,4.0,54.0,6002.0
60.0,84.0,362.0,ГУМРФ-2,83.0,4.0,54.0,6103.0
61.0,84.0,368.0,ГУМРФ-2,84.0,4.0,56.0,6203.0
62.0,84.0,374.0,ГУМРФ-2,84.0,4.0,56.0,6303.0
63.0,84.0,380.0,ГУМРФ-2,84.0,4.0,54.0,6403.0
64.0,84.0,386.0,ГУМРФ-2,84.0,4.0,56.0,6503.0
65.0,84.0,392.0,ГУМРФ-2,84.0,4.0,55.0,6602.0
66.0,84.0,398.0,ГУМРФ-2,83.0,4.0,57.0,6702.0
67.0,84.0,404.0,ГУМРФ-2,84.0,4.0,57.0,6802.0
68.0,84.0,410.0,ГУМРФ-2,84.0,4.0,57.0,6902.0
69.0,84.0,416.0,ГУМРФ-2,85.0,4.0,56.0,7002.0
70.0,84.0,422.0,ГУМРФ-2,85.0,4.0,53.0,7103.0
71.0,84.0,428.0,ГУМРФ-2,85.0,4.0,55.0,7202.0
72.0,84.0,434.0,ГУМРФ-2,86.0,4.0,55.0,7302.0
73.0,84.0,440.0,ГУМРФ-2,85.0,4.0,55.0,7402.0
74.0,84.0,445.0,ГУМРФ-2,86.0,4.0,55.0,7502.0
75.0,84.0,451.0,ГУМРФ-2,86.0,4.0,55.0,7603.0
76.0,84.0,457.0,ГУМРФ-2,86.0,4.0,57.0,7703.0
