,avg_pace,meters,name,pace,position,spm,time
155.0,83.0,941.0,ВМИ-2,79.0,2.0,52.0,15649.0
156.0,83.0,947.0,ВМИ-2,79.0,2.0,53.0,15749.0
157.0,83.0,954.0,ВМИ-2,79.0,2.0,52.0,15849.0
158.0,83.0,960.0,ВМИ-2,79.0,2.0,53.0,15950.0
159.0,83.0,967.0,ВМИ-2,79.0,2.0,55.0,16050.0
160.0,83.0,973.0,ВМИ-2,80.0,2.0,54.0,16149.0
161.0,83.0,979.0,ВМИ-2,80.0,2.0,54.0,16249.0
162.0,83.0,986.0,ВМИ-2,80.0,2.0,54.0,16349.0
163.0,83.0,992.0,ВМИ-2,80.0,2.0,54.0,16450.0
164.0,83.0,1000.0,ВМИ-2,80.0,2.0,54.0,16533.0
0.0,0.0,3.0,СПбГУ-2,0.0,1.0,0.0,152.0
1.0,266.0,6.0,СПбГУ-2,111.0,1.0,0.0,253.0
2.0,146.0,12.0,СПбГУ-2,93.0,1.0,50.0,353.0
3.0,117.0,18.0,СПбГУ-2,81.0,1.0,50.0,452.0
4.0,105.0,25.0,СПбГУ-2,77.0,2.0,51.0,552.0
5.0,97.0,31.0,СПбГУ-2,76.0,2.0,50.0,653.0
6.0,93.0,38.0,СПбГУ-2,76.0,2.0,50.0,753.0
7.0,93.0,44.0,СПбГУ-2,75.0,1.0,49.0,853.0
8.0,90.0,51.0,СПбГУ-2,75.0,1.0,50.0,953.0
9.0,88.0,58.0,СПбГУ-2,75.0,1.0,49.0,1052.0
10.0,86.0,64.0,СПбГУ-2,76.0,1.0,50.0,1153.0
11.0,85.0,71.0,СПбГУ-2,76.0,1.0,49.0,1253.0
12.0,84.0,77.0,СПбГУ-2,76.0,1.0,49.0,1353.0
13.0,84.0,84.0,СПбГУ-2,77.0,1.0,49.0,1453.0
14.0,83.0,90.0,СПбГУ-2,77.0,1.0,48.0,1552.0
15.0,83.0,97.0,СПбГУ-2,77.0,1.0,50.0,1653.0
16.0,82.0,104.0,СПбГУ-2,77.0,1.0,49.0,1753.0
17.0,82.0,110.0,СПбГУ-2,77.0,1.0,50.0,1852.0
18.0,82.0,116.0,СПбГУ-2,77.0,1.0,50.0,1953.0
19.0,82.0,123.0,СПбГУ-2,77.0,1.0,50.0,2053.0
20.0,81.0,130.0,СПбГУ-2,77.0,1.0,50.0,2153.0
21.0,81.0,136.0,СПбГУ-2,78.0,1.0,50.0,2253.0
22.0,81.0,142.0,СПбГУ-2,78.0,1.0,50.0,2352.0
23.0,81.0,149.0,СПбГУ-2,79.0,1.0,49.0,2452.0
24.0,81.0,155.0,СПбГУ-2,79.0,1.0,49.0,2552.0
25.0,81.0,162.0,СПбГУ-2,79.0,1.0,50.0,2652.0
26.0,81.0,168.0,СПбГУ-2,78.0,1.0,49.0,2753.0
27.0,80.0,174.0,СПбГУ-2,79.0,1.0,49.0,2852.0
28.0,80.0,181.0,СПбГУ-2,79.0,1.0,48.0,2952.0
29.0,80.0,187.0,СПбГУ-2,79.0,1.0,48.0,3053.0
30.0,80.0,193.0,СПбГУ-2,80.0,1.0,48.0,3152.0
31.0,80.0,200.0,СПбГУ-2,80.0,1.0,49.0,3252.0
32.0,80.0,206.0,СПбГУ-2,80.0,1.0,48.0,3352.0
33.0,80.0,212.0,СПбГУ-2,80.0,1.0,47.0,3452.0
34.0,80.0,218.0,СПбГУ-2,80.0,1.0,47.0,3553.0
35.0,80.0,225.0,СПбГУ-2,81.0,1.0,47.0,3652.0
36.0,80.0,231.0,СПбГУ-2,81.0,1.0,46.0,3751.0
37.0,80.0,237.0,СПбГУ-2,82.0,1.0,46.0,3852.0
38.0,80.0,243.0,СПбГУ-2,82.0,1.0,46.0,3952.0
39.0,80.0,247.0,СПбГУ-2,82.0,1.0,46.0,4051.0
40.0,80.0,251.0,СПбГУ-2,82.0,1.0,46.0,4151.0
41.0,82.0,255.0,СПбГУ-2,107.0,2.0,15.0,4251.0
42.0,83.0,260.0,СПбГУ-2,103.0,1.0,55.0,4351.0
43.0,83.0,266.0,СПбГУ-2,103.0,1.0,55.0,4452.0
44.0,83.0,273.0,СПбГУ-2,85.0,1.0,51.0,4552.0
45.0,83.0,279.0,СПбГУ-2,79.0,1.0,48.0,4652.0
46.0,82.0,286.0,СПбГУ-2,79.0,1.0,45.0,4752.0
47.0,82.0,292.0,СПбГУ-2,78.0,1.0,45.0,4852.0
48.0,82.0,298.0,СПбГУ-2,78.0,1.0,45.0,4952.0
49.0,82.0,305.0,СПбГУ-2,78.0,1.0,45.0,5051.0
50.0,82.0,311.0,СПбГУ-2,79.0,1.0,43.0,5152.0
51.0,82.0,317.0,СПбГУ-2,79.0,1.0,43.0,5252.0
52.0,82.0,324.0,СПбГУ-2,79.0,1.0,44.0,5351.0
53.0,82.0,330.0,СПбГУ-2,80.0,1.0,43.0,5452.0
54.0,82.0,337.0,СПбГУ-2,80.0,1.0,45.0,5552.0
55.0,82.0,343.0,СПбГУ-2,80.0,1.0,45.0,5652.0
56.0,82.0,349.0,СПбГУ-2,79.0,1.0,44.0,5751.0
57.0,82.0,356.0,СПбГУ-2,79.0,1.0,45.0,5852.0
58.0,82.0,362.0,СПбГУ-2,80.0,1.0,44.0,5952.0
59.0,82.0,368.0,СПбГУ-2,80.0,1.0,44.0,6052.0
60.0,82.0,374.0,СПбГУ-2,80.0,1.0,43.0,6151.0
61.0,82.0,381.0,СПбГУ-2,80.0,1.0,44.0,6252.0
62.0,82.0,387.0,СПбГУ-2,80.0,1.0,44.0,6351.0
63.0,82.0,393.0,СПбГУ-2,80.0,1.0,44.0,6451.0
64.0,81.0,399.0,СПбГУ-2,80.0,1.0,44.0,6551.0
65.0,81.0,406.0,СПбГУ-2,80.0,1.0,46.0,6652.0
66.0,81.0,412.0,СПбГУ-2,81.0,1.0,45.0,6752.0
67.0,81.0,418.0,СПбГУ-2,81.0,1.0,45.0,6852.0
68.0,81.0,424.0,СПбГУ-2,81.0,1.0,46.0,6952.0
69.0,81.0,431.0,СПбГУ-2,81.0,1.0,46.0,7051.0
70.0,81.0,437.0,СПбГУ-2,81.0,1.0,46.0,7152.0
71.0,81.0,443.0,СПбГУ-2,81.0,1.0,46.0,7252.0
72.0,81.0,449.0,СПбГУ-2,82.0,1.0,45.0,7351.0
73.0,81.0,455.0,СПбГУ-2,82.0,1.0,45.0,7452.0
74.0,81.0,461.0,СПбГУ-2,83.0,1.0,46.0,7552.0
75.0,81.0,467.0,СПбГУ-2,83.0,1.0,46.0,7651.0
76.0,81.0,473.0,СПбГУ-2,84.0,1.0,43.0,7750.0
77.0,81.0,479.0,СПбГУ-2,83.0,1.0,45.0,7852.0
78.0,82.0,485.0,СПбГУ-2,85.0,1.0,46.0,7952.0
79.0,82.0,490.0,СПбГУ-2,85.0,1.0,46.0,8050.0
80.0,82.0,495.0,СПбГУ-2,85.0,1.0,46.0,8150.0
81.0,82.0,500.0,СПбГУ-2,99.0,1.0,23.0,8250.0
82.0,82.0,506.0,СПбГУ-2,94.0,1.0,56.0,8351.0
83.0,82.0,512.0,СПбГУ-2,85.0,1.0,57.0,8452.0
84.0,82.0,518.0,СПбГУ-2,79.0,1.0,62.0,8551.0
85.0,82.0,525.0,СПбГУ-2,78.0,1.0,56.0,8651.0
86.0,82.0,531.0,СПбГУ-2,78.0,1.0,56.0,8752.0
87.0,82.0,538.0,СПбГУ-2,78.0,1.0,56.0,8852.0
88.0,82.0,544.0,СПбГУ-2,78.0,1.0,57.0,8952.0
89.0,82.0,551.0,СПбГУ-2,78.0,1.0,56.0,9051.0
90.0,82.0,557.0,СПбГУ-2,79.0,1.0,56.0,9151.0
91.0,82.0,563.0,СПбГУ-2,79.0,1.0,56.0,9251.0
92.0,82.0,570.0,СПбГУ-2,79.0,1.0,54.0,9351.0
93.0,82.0,576.0,СПбГУ-2,79.0,1.0,55.0,9452.0
94.0,82.0,582.0,СПбГУ-2,79.0,1.0,55.0,9552.0
95.0,82.0,589.0,СПбГУ-2,79.0,1.0,56.0,9651.0
96.0,82.0,595.0,СПбГУ-2,79.0,1.0,55.0,9751.0
97.0,82.0,601.0,СПбГУ-2,80.0,1.0,52.0,9852.0
98.0,82.0,608.0,СПбГУ-2,80.0,1.0,52.0,9951.0
99.0,82.0,614.0,СПбГУ-2,81.0,1.0,51.0,10051.0
100.0,82.0,620.0,СПбГУ-2,81.0,1.0,51.0,10152.0
101.0,82.0,626.0,СПбГУ-2,81.0,1.0,51.0,10251.0
102.0,82.0,632.0,СПбГУ-2,81.0,1.0,53.0,10351.0
103.0,82.0,638.0,СПбГУ-2,81.0,1.0,51.0,10451.0
104.0,82.0,645.0,СПбГУ-2,83.0,1.0,50.0,10551.0
105.0,82.0,651.0,СПбГУ-2,83.0,1.0,52.0,10651.0
106.0,82.0,657.0,СПбГУ-2,83.0,1.0,52.0,10751.0
107.0,82.0,663.0,СПбГУ-2,83.0,1.0,52.0,10851.0
108.0,82.0,669.0,СПбГУ-2,83.0,1.0,51.0,10950.0
109.0,82.0,675.0,СПбГУ-2,84.0,1.0,51.0,11051.0
110.0,82.0,681.0,СПбГУ-2,84.0,1.0,50.0,11151.0
111.0,82.0,687.0,СПбГУ-2,84.0,1.0,50.0,11251.0
112.0,82.0,693.0,СПбГУ-2,84.0,1.0,52.0,11351.0
113.0,82.0,699.0,СПбГУ-2,84.0,1.0,52.0,11451.0
114.0,82.0,704.0,СПбГУ-2,84.0,1.0,51.0,11552.0
115.0,82.0,710.0,СПбГУ-2,84.0,1.0,52.0,11651.0
116.0,82.0,716.0,СПбГУ-2,84.0,1.0,50.0,11750.0
117.0,82.0,722.0,СПбГУ-2,85.0,1.0,51.0,11851.0
118.0,82.0,728.0,СПбГУ-2,85.0,1.0,50.0,11951.0
119.0,82.0,734.0,СПбГУ-2,86.0,1.0,51.0,12051.0
120.0,82.0,739.0,СПбГУ-2,86.0,1.0,51.0,12150.0
121.0,82.0,744.0,СПбГУ-2,86.0,1.0,51.0,12250.0
122.0,82.0,748.0,СПбГУ-2,86.0,1.0,51.0,12350.0
123.0,82.0,754.0,СПбГУ-2,105.0,1.0,19.0,12451.0
124.0,82.0,760.0,СПбГУ-2,89.0,1.0,62.0,12551.0
125.0,82.0,766.0,СПбГУ-2,82.0,1.0,61.0,12651.0
126.0,82.0,773.0,СПбГУ-2,79.0,1.0,61.0,12751.0
127.0,82.0,779.0,СПбГУ-2,78.0,1.0,61.0,12851.0
128.0,82.0,786.0,СПбГУ-2,77.0,1.0,61.0,12951.0
129.0,82.0,792.0,СПбГУ-2,78.0,1.0,64.0,13051.0
130.0,82.0,799.0,СПбГУ-2,78.0,1.0,65.0,13152.0
131.0,82.0,805.0,СПбГУ-2,78.0,1.0,62.0,13251.0
132.0,82.0,812.0,СПбГУ-2,78.0,1.0,63.0,13351.0
133.0,82.0,818.0,СПбГУ-2,78.0,1.0,63.0,13451.0
134.0,82.0,825.0,СПбГУ-2,78.0,1.0,64.0,13551.0
135.0,82.0,831.0,СПбГУ-2,78.0,1.0,64.0,13651.0
136.0,82.0,837.0,СПбГУ-2,79.0,1.0,62.0,13750.0
137.0,82.0,844.0,СПбГУ-2,79.0,1.0,62.0,13851.0
138.0,82.0,850.0,СПбГУ-2,79.0,1.0,63.0,13951.0
139.0,82.0,856.0,СПбГУ-2,79.0,1.0,62.0,14050.0
140.0,82.0,863.0,СПбГУ-2,79.0,1.0,63.0,14151.0
141.0,82.0,869.0,СПбГУ-2,79.0,1.0,60.0,14251.0
142.0,82.0,875.0,СПбГУ-2,80.0,1.0,60.0,14350.0
143.0,82.0,882.0,СПбГУ-2,80.0,1.0,61.0,14450.0
144.0,82.0,888.0,СПбГУ-2,80.0,1.0,59.0,14550.0
145.0,82.0,894.0,СПбГУ-2,80.0,1.0,58.0,14651.0
146.0,82.0,900.0,СПбГУ-2,80.0,1.0,60.0,14750.0
147.0,82.0,907.0,СПбГУ-2,80.0,1.0,60.0,14851.0
148.0,82.0,913.0,СПбГУ-2,80.0,1.0,59.0,14950.0
149.0,82.0,919.0,СПбГУ-2,80.0,1.0,58.0,15051.0
150.0,82.0,926.0,СПбГУ-2,80.0,1.0,57.0,15151.0
151.0,82.0,932.0,СПбГУ-2,81.0,1.0,58.0,15250.0
152.0,82.0,938.0,СПбГУ-2,82.0,1.0,58.0,15350.0
153.0,82.0,944.0,СПбГУ-2,81.0,1.0,58.0,15451.0
154.0,82.0,950.0,СПбГУ-2,82.0,1.0,56.0,15550.0
155.0,82.0,956.0,СПбГУ-2,83.0,1.0,58.0,15650.0
156.0,82.0,962.0,СПбГУ-2,83.0,1.0,55.0,15750.0
157.0,82.0,968.0,СПбГУ-2,84.0,1.0,59.0,15850.0
158.0,82.0,974.0,СПбГУ-2,84.0,1.0,57.0,15951.0
159.0,82.0,980.0,СПбГУ-2,84.0,1.0,57.0,16051.0
160.0,82.0,986.0,СПбГУ-2,85.0,1.0,57.0,16151.0
161.0,82.0,992.0,СПбГУ-2,85.0,1.0,57.0,16250.0
162.0,0.0,1000.0,СПбГУ-2,0.0,1.0,0.0,16336.0
0.0,0.0,0.0,СПбГУТ-2,0.0,3.0,0.0,97.0
1.0,256.0,5.0,СПбГУТ-2,127.0,3.0,0.0,201.0
2.0,137.0,10.0,СПбГУТ-2,98.0,4.0,68.0,300.0
3.0,122.0,17.0,СПбГУТ-2,87.0,5.0,65.0,451.0
4.0,112.0,22.0,СПбГУТ-2,87.0,5.0,65.0,501.0
5.0,106.0,28.0,СПбГУТ-2,85.0,5.0,59.0,601.0
6.0,102.0,34.0,СПбГУТ-2,83.0,5.0,64.0,701.0
7.0,99.0,40.0,СПбГУТ-2,83.0,5.0,62.0,800.0
8.0,97.0,46.0,СПбГУТ-2,82.0,5.0,61.0,900.0
9.0,95.0,53.0,СПбГУТ-2,82.0,5.0,63.0,1051.0
10.0,94.0,59.0,СПбГУТ-2,82.0,5.0,63.0,1101.0
11.0,93.0,65.0,СПбГУТ-2,82.0,5.0,59.0,1250.0
12.0,92.0,71.0,СПбГУТ-2,82.0,5.0,60.0,1351.0
13.0,91.0,77.0,СПбГУТ-2,83.0,5.0,60.0,1450.0
14.0,90.0,83.0,СПбГУТ-2,83.0,5.0,62.0,1551.0
15.0,90.0,89.0,СПбГУТ-2,83.0,5.0,62.0,1600.0
16.0,89.0,95.0,СПбГУТ-2,84.0,5.0,59.0,1751.0
17.0,89.0,101.0,СПбГУТ-2,84.0,5.0,59.0,1850.0
18.0,89.0,107.0,СПбГУТ-2,84.0,5.0,58.0,1951.0
19.0,89.0,113.0,СПбГУТ-2,85.0,5.0,57.0,2051.0
20.0,88.0,119.0,СПбГУТ-2,85.0,5.0,58.0,2151.0
21.0,88.0,125.0,СПбГУТ-2,86.0,5.0,59.0,2250.0
22.0,88.0,131.0,СПбГУТ-2,86.0,5.0,59.0,2350.0
23.0,88.0,136.0,СПбГУТ-2,86.0,5.0,58.0,2450.0
24.0,88.0,142.0,СПбГУТ-2,87.0,5.0,58.0,2551.0
25.0,88.0,148.0,СПбГУТ-2,87.0,5.0,58.0,2650.0
26.0,88.0,154.0,СПбГУТ-2,87.0,5.0,58.0,2751.0
27.0,88.0,159.0,СПбГУТ-2,88.0,5.0,57.0,2851.0
28.0,88.0,165.0,СПбГУТ-2,88.0,5.0,58.0,2951.0
29.0,88.0,171.0,СПбГУТ-2,88.0,5.0,57.0,3051.0
30.0,88.0,176.0,СПбГУТ-2,88.0,5.0,56.0,3150.0
31.0,88.0,182.0,СПбГУТ-2,89.0,5.0,57.0,3250.0
32.0,88.0,188.0,СПбГУТ-2,89.0,5.0,54.0,3351.0
33.0,88.0,193.0,СПбГУТ-2,89.0,5.0,55.0,3451.0
34.0,88.0,199.0,СПбГУТ-2,90.0,5.0,57.0,3551.0
35.0,88.0,205.0,СПбГУТ-2,91.0,5.0,55.0,3650.0
36.0,88.0,210.0,СПбГУТ-2,91.0,5.0,56.0,3750.0
37.0,88.0,216.0,СПбГУТ-2,91.0,5.0,54.0,3850.0
38.0,88.0,221.0,СПбГУТ-2,91.0,5.0,54.0,3950.0
39.0,88.0,227.0,СПбГУТ-2,92.0,5.0,56.0,4050.0
40.0,88.0,232.0,СПбГУТ-2,92.0,5.0,56.0,4150.0
41.0,88.0,237.0,СПбГУТ-2,92.0,5.0,56.0,4250.0
42.0,89.0,243.0,СПбГУТ-2,92.0,5.0,54.0,4350.0
43.0,89.0,248.0,СПбГУТ-2,94.0,5.0,50.0,4450.0
44.0,89.0,253.0,СПбГУТ-2,94.0,5.0,50.0,4550.0
45.0,89.0,257.0,СПбГУТ-2,94.0,5.0,50.0,4650.0
46.0,90.0,262.0,СПбГУТ-2,109.0,5.0,20.0,4750.0
47.0,90.0,267.0,СПбГУТ-2,106.0,5.0,55.0,4849.0
48.0,90.0,272.0,СПбГУТ-2,93.0,5.0,55.0,4950.0
49.0,90.0,278.0,СПбГУТ-2,87.0,5.0,54.0,5050.0
50.0,90.0,284.0,СПбГУТ-2,85.0,5.0,53.0,5151.0
51.0,90.0,290.0,СПбГУТ-2,84.0,5.0,53.0,5251.0
52.0,90.0,296.0,СПбГУТ-2,84.0,5.0,53.0,5350.0
53.0,89.0,302.0,СПбГУТ-2,84.0,5.0,53.0,5450.0
54.0,89.0,308.0,СПбГУТ-2,84.0,5.0,54.0,5550.0
55.0,89.0,314.0,СПбГУТ-2,84.0,5.0,54.0,5650.0
56.0,89.0,320.0,СПбГУТ-2,84.0,5.0,54.0,5750.0
57.0,89.0,326.0,СПбГУТ-2,84.0,5.0,53.0,5850.0
58.0,89.0,332.0,СПбГУТ-2,84.0,5.0,52.0,5950.0
59.0,89.0,338.0,СПбГУТ-2,84.0,5.0,53.0,6050.0
60.0,89.0,344.0,СПбГУТ-2,85.0,5.0,52.0,6150.0
61.0,89.0,350.0,СПбГУТ-2,85.0,5.0,52.0,6251.0
62.0,89.0,356.0,СПбГУТ-2,84.0,5.0,52.0,6350.0
63.0,89.0,362.0,СПбГУТ-2,84.0,5.0,52.0,6450.0
64.0,88.0,368.0,СПбГУТ-2,85.0,5.0,53.0,6549.0
65.0,88.0,374.0,СПбГУТ-2,85.0,5.0,51.0,6649.0
66.0,88.0,380.0,СПбГУТ-2,85.0,5.0,53.0,6750.0
67.0,88.0,386.0,СПбГУТ-2,85.0,5.0,51.0,6850.0
68.0,88.0,391.0,СПбГУТ-2,85.0,5.0,53.0,6951.0
69.0,88.0,397.0,СПбГУТ-2,85.0,5.0,53.0,7050.0
70.0,88.0,403.0,СПбГУТ-2,85.0,5.0,52.0,7150.0
71.0,88.0,409.0,СПбГУТ-2,86.0,5.0,53.0,7249.0
72.0,88.0,415.0,СПбГУТ-2,86.0,5.0,51.0,7350.0
73.0,88.0,421.0,СПбГУТ-2,86.0,5.0,51.0,7450.0
74.0,88.0,427.0,СПбГУТ-2,86.0,5.0,52.0,7550.0
75.0,88.0,432.0,СПбГУТ-2,86.0,5.0,50.0,7650.0
76.0,88.0,438.0,СПбГУТ-2,86.0,5.0,50.0,7750.0
77.0,88.0,444.0,СПбГУТ-2,86.0,5.0,51.0,7849.0
78.0,88.0,450.0,СПбГУТ-2,86.0,5.0,51.0,7949.0
79.0,88.0,456.0,СПбГУТ-2,86.0,5.0,51.0,8049.0
80.0,88.0,462.0,СПбГУТ-2,86.0,5.0,50.0,8149.0
81.0,88.0,467.0,СПбГУТ-2,87.0,5.0,50.0,8249.0
82.0,88.0,473.0,СПбГУТ-2,87.0,5.0,50.0,8350.0
83.0,88.0,479.0,СПбГУТ-2,87.0,5.0,51.0,8449.0
84.0,88.0,485.0,СПбГУТ-2,88.0,5.0,49.0,8550.0
85.0,88.0,490.0,СПбГУТ-2,88.0,5.0,48.0,8649.0
86.0,88.0,496.0,СПбГУТ-2,90.0,5.0,49.0,8750.0
87.0,88.0,501.0,СПбГУТ-2,90.0,5.0,49.0,8850.0
88.0,88.0,505.0,СПбГУТ-2,90.0,5.0,49.0,8948.0
89.0,88.0,510.0,СПбГУТ-2,105.0,5.0,22.0,9050.0
90.0,88.0,515.0,СПбГУТ-2,107.0,5.0,84.0,9149.0
91.0,89.0,520.0,СПбГУТ-2,106.0,5.0,46.0,9249.0
92.0,89.0,525.0,СПбГУТ-2,94.0,5.0,66.0,9350.0
93.0,89.0,531.0,СПбГУТ-2,86.0,5.0,71.0,9450.0
94.0,88.0,537.0,СПбГУТ-2,85.0,5.0,73.0,9550.0
95.0,88.0,543.0,СПбГУТ-2,89.0,5.0,77.0,9650.0
96.0,89.0,548.0,СПбГУТ-2,94.0,5.0,60.0,9749.0
97.0,89.0,554.0,СПбГУТ-2,89.0,5.0,71.0,9849.0
98.0,89.0,560.0,СПбГУТ-2,86.0,5.0,76.0,9949.0
99.0,88.0,566.0,СПбГУТ-2,84.0,5.0,72.0,10050.0
100.0,88.0,572.0,СПбГУТ-2,83.0,5.0,69.0,10150.0
101.0,88.0,578.0,СПбГУТ-2,83.0,5.0,71.0,10250.0
102.0,88.0,584.0,СПбГУТ-2,83.0,5.0,71.0,10349.0
103.0,88.0,590.0,СПбГУТ-2,84.0,5.0,70.0,10449.0
104.0,88.0,596.0,СПбГУТ-2,86.0,5.0,61.0,10549.0
105.0,88.0,602.0,СПбГУТ-2,85.0,5.0,69.0,10650.0
106.0,88.0,608.0,СПбГУТ-2,86.0,5.0,66.0,10750.0
107.0,88.0,613.0,СПбГУТ-2,88.0,5.0,70.0,10849.0
108.0,88.0,619.0,СПбГУТ-2,88.0,5.0,67.0,10949.0
109.0,88.0,625.0,СПбГУТ-2,90.0,5.0,69.0,11049.0
110.0,88.0,630.0,СПбГУТ-2,91.0,5.0,69.0,11150.0
111.0,88.0,636.0,СПбГУТ-2,91.0,5.0,68.0,11249.0
112.0,88.0,641.0,СПбГУТ-2,91.0,5.0,67.0,11349.0
113.0,88.0,647.0,СПбГУТ-2,92.0,5.0,70.0,11449.0
114.0,88.0,652.0,СПбГУТ-2,93.0,5.0,70.0,11549.0
115.0,88.0,657.0,СПбГУТ-2,94.0,5.0,67.0,11649.0
116.0,88.0,663.0,СПбГУТ-2,94.0,5.0,69.0,11749.0
117.0,88.0,668.0,СПбГУТ-2,95.0,5.0,70.0,11849.0
118.0,88.0,673.0,СПбГУТ-2,95.0,5.0,66.0,11949.0
119.0,88.0,679.0,СПбГУТ-2,96.0,5.0,60.0,12049.0
120.0,88.0,684.0,СПбГУТ-2,94.0,5.0,62.0,12149.0
121.0,89.0,689.0,СПбГУТ-2,95.0,5.0,61.0,12249.0
122.0,89.0,694.0,СПбГУТ-2,95.0,5.0,61.0,12349.0
123.0,89.0,700.0,СПбГУТ-2,95.0,5.0,65.0,12449.0
124.0,89.0,705.0,СПбГУТ-2,95.0,5.0,63.0,12550.0
125.0,89.0,710.0,СПбГУТ-2,97.0,5.0,60.0,12649.0
126.0,89.0,715.0,СПбГУТ-2,97.0,5.0,64.0,12748.0
127.0,89.0,720.0,СПбГУТ-2,98.0,5.0,63.0,12849.0
128.0,89.0,725.0,СПбГУТ-2,99.0,5.0,61.0,12948.0
129.0,89.0,730.0,СПбГУТ-2,99.0,5.0,61.0,13049.0
130.0,89.0,735.0,СПбГУТ-2,100.0,5.0,63.0,13149.0
131.0,89.0,740.0,СПбГУТ-2,101.0,5.0,61.0,13249.0
132.0,89.0,745.0,СПбГУТ-2,102.0,5.0,60.0,13349.0
133.0,89.0,750.0,СПбГУТ-2,105.0,5.0,61.0,13449.0
134.0,89.0,754.0,СПбГУТ-2,105.0,5.0,61.0,13547.0
135.0,89.0,757.0,СПбГУТ-2,105.0,5.0,61.0,13646.0
136.0,90.0,761.0,СПбГУТ-2,127.0,5.0,17.0,13748.0
137.0,90.0,766.0,СПбГУТ-2,106.0,5.0,66.0,13848.0
138.0,90.0,772.0,СПбГУТ-2,93.0,5.0,61.0,13949.0
139.0,90.0,778.0,СПбГУТ-2,88.0,5.0,62.0,14049.0
140.0,90.0,784.0,СПбГУТ-2,85.0,5.0,60.0,14149.0
141.0,90.0,790.0,СПбГУТ-2,83.0,5.0,62.0,14249.0
142.0,90.0,796.0,СПбГУТ-2,82.0,5.0,62.0,14349.0
143.0,90.0,802.0,СПбГУТ-2,81.0,5.0,64.0,14450.0
144.0,90.0,808.0,СПбГУТ-2,82.0,5.0,59.0,14550.0
145.0,90.0,815.0,СПбГУТ-2,82.0,5.0,59.0,14649.0
146.0,90.0,821.0,СПбГУТ-2,83.0,5.0,60.0,14749.0
147.0,90.0,826.0,СПбГУТ-2,85.0,5.0,57.0,14849.0
148.0,90.0,832.0,СПбГУТ-2,85.0,5.0,58.0,14949.0
149.0,90.0,838.0,СПбГУТ-2,85.0,5.0,57.0,15049.0
150.0,90.0,844.0,СПбГУТ-2,85.0,5.0,58.0,15149.0
151.0,89.0,850.0,СПбГУТ-2,86.0,5.0,58.0,15248.0
152.0,89.0,856.0,СПбГУТ-2,86.0,5.0,58.0,15349.0
153.0,89.0,862.0,СПбГУТ-2,86.0,5.0,57.0,15449.0
154.0,89.0,868.0,СПбГУТ-2,85.0,5.0,59.0,15549.0
155.0,89.0,873.0,СПбГУТ-2,86.0,5.0,58.0,15649.0
156.0,89.0,879.0,СПбГУТ-2,87.0,5.0,58.0,15749.0
157.0,89.0,885.0,СПбГУТ-2,87.0,5.0,58.0,15849.0
158.0,89.0,891.0,СПбГУТ-2,88.0,5.0,55.0,15949.0
159.0,89.0,897.0,СПбГУТ-2,87.0,5.0,56.0,16049.0
160.0,89.0,902.0,СПбГУТ-2,87.0,5.0,56.0,16149.0
161.0,89.0,908.0,СПбГУТ-2,88.0,5.0,55.0,16249.0
162.0,89.0,914.0,СПбГУТ-2,88.0,5.0,56.0,16349.0
163.0,89.0,919.0,СПбГУТ-2,89.0,5.0,55.0,16449.0
164.0,89.0,925.0,СПбГУТ-2,89.0,5.0,54.0,16548.0
165.0,89.0,930.0,СПбГУТ-2,90.0,5.0,54.0,16648.0
166.0,89.0,936.0,СПбГУТ-2,90.0,5.0,55.0,16748.0
167.0,89.0,942.0,СПбГУТ-2,89.0,5.0,54.0,16849.0
168.0,89.0,947.0,СПбГУТ-2,89.0,5.0,54.0,16949.0
169.0,89.0,953.0,СПбГУТ-2,90.0,5.0,53.0,17049.0
170.0,89.0,959.0,СПбГУТ-2,90.0,5.0,54.0,17149.0
171.0,89.0,964.0,СПбГУТ-2,90.0,5.0,54.0,17249.0
172.0,89.0,970.0,СПбГУТ-2,90.0,5.0,54.0,17349.0
173.0,89.0,975.0,СПбГУТ-2,91.0,5.0,54.0,17448.0
174.0,89.0,981.0,СПбГУТ-2,91.0,5.0,53.0,17548.0
175.0,89.0,986.0,СПбГУТ-2,92.0,5.0,56.0,17649.0
176.0,89.0,991.0,СПбГУТ-2,92.0,5.0,58.0,17748.0
177.0,89.0,1000.0,СПбГУТ-2,92.0,5.0,54.0,17854.0
0.0,0.0,0.0,ВАС-3,0.0,3.0,0.0,99.0
1.0,217.0,5.0,ВАС-3,109.0,5.0,87.0,201.0
2.0,154.0,11.0,ВАС-3,89.0,4.0,78.0,301.0
3.0,128.0,17.0,ВАС-3,82.0,4.0,76.0,401.0
4.0,107.0,23.0,ВАС-3,78.0,4.0,76.0,501.0
5.0,101.0,30.0,ВАС-3,76.0,4.0,77.0,601.0
6.0,98.0,36.0,ВАС-3,77.0,4.0,79.0,700.0
7.0,95.0,43.0,ВАС-3,78.0,4.0,78.0,801.0
8.0,92.0,49.0,ВАС-3,78.0,4.0,79.0,901.0
9.0,90.0,56.0,ВАС-3,78.0,4.0,79.0,1000.0
10.0,89.0,62.0,ВАС-3,78.0,4.0,80.0,1101.0
11.0,88.0,68.0,ВАС-3,79.0,4.0,78.0,1201.0
12.0,87.0,75.0,ВАС-3,81.0,4.0,75.0,1300.0
