,avg_pace,meters,name,pace,position,spm,time
23.0,92.0,136.0,ВШЭ СПБ - 3,86.0,8.0,52.0,2503.0
24.0,92.0,142.0,ВШЭ СПБ - 3,87.0,8.0,51.0,2602.0
25.0,92.0,148.0,ВШЭ СПБ - 3,86.0,8.0,52.0,2702.0
26.0,91.0,153.0,ВШЭ СПБ - 3,87.0,8.0,50.0,2803.0
27.0,91.0,159.0,ВШЭ СПБ - 3,87.0,8.0,48.0,2903.0
28.0,91.0,165.0,ВШЭ СПБ - 3,87.0,8.0,48.0,3003.0
29.0,91.0,171.0,ВШЭ СПБ - 3,87.0,8.0,48.0,3102.0
30.0,91.0,177.0,ВШЭ СПБ - 3,88.0,8.0,46.0,3202.0
31.0,91.0,182.0,ВШЭ СПБ - 3,88.0,8.0,46.0,3303.0
32.0,91.0,188.0,ВШЭ СПБ - 3,88.0,8.0,46.0,3402.0
33.0,90.0,194.0,ВШЭ СПБ - 3,87.0,8.0,50.0,3502.0
34.0,90.0,200.0,ВШЭ СПБ - 3,87.0,7.0,46.0,3602.0
35.0,90.0,205.0,ВШЭ СПБ - 3,87.0,7.0,47.0,3702.0
36.0,90.0,211.0,ВШЭ СПБ - 3,88.0,7.0,46.0,3803.0
37.0,90.0,217.0,ВШЭ СПБ - 3,88.0,7.0,46.0,3902.0
38.0,90.0,222.0,ВШЭ СПБ - 3,88.0,7.0,46.0,4002.0
39.0,90.0,228.0,ВШЭ СПБ - 3,88.0,7.0,48.0,4102.0
40.0,90.0,234.0,ВШЭ СПБ - 3,90.0,7.0,52.0,4203.0
41.0,90.0,238.0,ВШЭ СПБ - 3,90.0,7.0,52.0,4301.0
42.0,90.0,242.0,ВШЭ СПБ - 3,90.0,7.0,52.0,4401.0
43.0,92.0,246.0,ВШЭ СПБ - 3,90.0,8.0,52.0,4501.0
44.0,92.0,250.0,ВШЭ СПБ - 3,117.0,8.0,18.0,4602.0
45.0,92.0,255.0,ВШЭ СПБ - 3,118.0,9.0,58.0,4702.0
46.0,93.0,260.0,ВШЭ СПБ - 3,107.0,7.0,52.0,4802.0
47.0,93.0,265.0,ВШЭ СПБ - 3,101.0,7.0,58.0,4902.0
48.0,93.0,270.0,ВШЭ СПБ - 3,95.0,6.0,59.0,5002.0
49.0,92.0,276.0,ВШЭ СПБ - 3,93.0,6.0,60.0,5102.0
50.0,92.0,281.0,ВШЭ СПБ - 3,91.0,6.0,62.0,5202.0
51.0,92.0,287.0,ВШЭ СПБ - 3,89.0,6.0,64.0,5302.0
52.0,92.0,293.0,ВШЭ СПБ - 3,88.0,7.0,64.0,5402.0
53.0,92.0,299.0,ВШЭ СПБ - 3,88.0,6.0,63.0,5502.0
54.0,92.0,304.0,ВШЭ СПБ - 3,89.0,6.0,61.0,5603.0
55.0,92.0,310.0,ВШЭ СПБ - 3,90.0,6.0,62.0,5703.0
56.0,92.0,316.0,ВШЭ СПБ - 3,90.0,7.0,64.0,5802.0
57.0,92.0,321.0,ВШЭ СПБ - 3,90.0,7.0,65.0,5902.0
58.0,92.0,327.0,ВШЭ СПБ - 3,91.0,7.0,58.0,6002.0
59.0,92.0,332.0,ВШЭ СПБ - 3,93.0,7.0,60.0,6102.0
60.0,92.0,337.0,ВШЭ СПБ - 3,93.0,7.0,60.0,6202.0
61.0,92.0,343.0,ВШЭ СПБ - 3,94.0,7.0,62.0,6303.0
62.0,92.0,348.0,ВШЭ СПБ - 3,95.0,7.0,59.0,6402.0
63.0,92.0,353.0,ВШЭ СПБ - 3,95.0,7.0,62.0,6502.0
64.0,92.0,359.0,ВШЭ СПБ - 3,95.0,8.0,61.0,6603.0
65.0,92.0,364.0,ВШЭ СПБ - 3,95.0,8.0,63.0,6702.0
66.0,92.0,369.0,ВШЭ СПБ - 3,94.0,8.0,63.0,6802.0
67.0,92.0,375.0,ВШЭ СПБ - 3,96.0,8.0,61.0,6902.0
68.0,92.0,380.0,ВШЭ СПБ - 3,96.0,8.0,60.0,7001.0
69.0,92.0,385.0,ВШЭ СПБ - 3,96.0,8.0,61.0,7102.0
70.0,92.0,390.0,ВШЭ СПБ - 3,96.0,8.0,60.0,7202.0
71.0,92.0,395.0,ВШЭ СПБ - 3,95.0,8.0,62.0,7301.0
72.0,92.0,401.0,ВШЭ СПБ - 3,96.0,8.0,59.0,7401.0
73.0,92.0,406.0,ВШЭ СПБ - 3,96.0,8.0,60.0,7502.0
74.0,92.0,411.0,ВШЭ СПБ - 3,97.0,8.0,57.0,7601.0
75.0,93.0,416.0,ВШЭ СПБ - 3,99.0,8.0,53.0,7702.0
76.0,93.0,421.0,ВШЭ СПБ - 3,105.0,8.0,54.0,7802.0
77.0,93.0,426.0,ВШЭ СПБ - 3,105.0,8.0,54.0,7902.0
78.0,93.0,430.0,ВШЭ СПБ - 3,107.0,8.0,49.0,8001.0
79.0,93.0,435.0,ВШЭ СПБ - 3,108.0,8.0,50.0,8101.0
80.0,93.0,440.0,ВШЭ СПБ - 3,110.0,8.0,56.0,8202.0
81.0,93.0,445.0,ВШЭ СПБ - 3,103.0,8.0,58.0,8302.0
82.0,93.0,450.0,ВШЭ СПБ - 3,99.0,8.0,56.0,8401.0
83.0,94.0,455.0,ВШЭ СПБ - 3,97.0,8.0,56.0,8502.0
84.0,94.0,460.0,ВШЭ СПБ - 3,98.0,8.0,55.0,8602.0
85.0,94.0,465.0,ВШЭ СПБ - 3,99.0,8.0,58.0,8701.0
86.0,94.0,470.0,ВШЭ СПБ - 3,101.0,8.0,55.0,8802.0
87.0,94.0,475.0,ВШЭ СПБ - 3,102.0,8.0,56.0,8902.0
88.0,94.0,480.0,ВШЭ СПБ - 3,103.0,8.0,56.0,9001.0
89.0,94.0,484.0,ВШЭ СПБ - 3,103.0,8.0,56.0,9101.0
90.0,94.0,488.0,ВШЭ СПБ - 3,103.0,8.0,56.0,9200.0
91.0,94.0,492.0,ВШЭ СПБ - 3,103.0,8.0,56.0,9300.0
92.0,95.0,495.0,ВШЭ СПБ - 3,128.0,8.0,15.0,9401.0
93.0,95.0,500.0,ВШЭ СПБ - 3,113.0,8.0,73.0,9502.0
94.0,95.0,505.0,ВШЭ СПБ - 3,101.0,8.0,73.0,9601.0
95.0,95.0,510.0,ВШЭ СПБ - 3,95.0,8.0,70.0,9701.0
96.0,95.0,516.0,ВШЭ СПБ - 3,92.0,8.0,68.0,9802.0
97.0,95.0,522.0,ВШЭ СПБ - 3,90.0,8.0,68.0,9901.0
98.0,95.0,527.0,ВШЭ СПБ - 3,90.0,8.0,62.0,10002.0
99.0,95.0,533.0,ВШЭ СПБ - 3,91.0,8.0,60.0,10101.0
100.0,95.0,538.0,ВШЭ СПБ - 3,92.0,8.0,57.0,10202.0
101.0,95.0,544.0,ВШЭ СПБ - 3,92.0,8.0,57.0,10302.0
102.0,95.0,549.0,ВШЭ СПБ - 3,91.0,8.0,58.0,10401.0
103.0,95.0,555.0,ВШЭ СПБ - 3,90.0,7.0,57.0,10501.0
104.0,95.0,560.0,ВШЭ СПБ - 3,90.0,7.0,56.0,10602.0
105.0,95.0,566.0,ВШЭ СПБ - 3,91.0,7.0,55.0,10701.0
106.0,95.0,571.0,ВШЭ СПБ - 3,93.0,7.0,51.0,10802.0
107.0,95.0,576.0,ВШЭ СПБ - 3,98.0,7.0,53.0,10901.0
108.0,95.0,581.0,ВШЭ СПБ - 3,101.0,7.0,54.0,11001.0
109.0,95.0,586.0,ВШЭ СПБ - 3,102.0,7.0,59.0,11101.0
110.0,95.0,591.0,ВШЭ СПБ - 3,102.0,7.0,59.0,11201.0
111.0,95.0,596.0,ВШЭ СПБ - 3,103.0,7.0,58.0,11302.0
112.0,95.0,601.0,ВШЭ СПБ - 3,102.0,7.0,58.0,11401.0
113.0,95.0,606.0,ВШЭ СПБ - 3,98.0,7.0,60.0,11502.0
114.0,95.0,612.0,ВШЭ СПБ - 3,96.0,7.0,57.0,11601.0
115.0,95.0,617.0,ВШЭ СПБ - 3,94.0,7.0,54.0,11702.0
116.0,95.0,622.0,ВШЭ СПБ - 3,95.0,7.0,51.0,11802.0
117.0,95.0,628.0,ВШЭ СПБ - 3,95.0,7.0,53.0,11902.0
118.0,95.0,633.0,ВШЭ СПБ - 3,95.0,8.0,56.0,12001.0
119.0,95.0,638.0,ВШЭ СПБ - 3,96.0,7.0,56.0,12101.0
120.0,95.0,643.0,ВШЭ СПБ - 3,97.0,8.0,52.0,12201.0
121.0,95.0,648.0,ВШЭ СПБ - 3,99.0,9.0,51.0,12301.0
122.0,95.0,653.0,ВШЭ СПБ - 3,99.0,9.0,51.0,12401.0
123.0,95.0,658.0,ВШЭ СПБ - 3,99.0,9.0,55.0,12501.0
124.0,95.0,664.0,ВШЭ СПБ - 3,97.0,9.0,53.0,12651.0
125.0,95.0,669.0,ВШЭ СПБ - 3,97.0,9.0,53.0,12700.0
126.0,95.0,674.0,ВШЭ СПБ - 3,97.0,9.0,53.0,12801.0
127.0,95.0,679.0,ВШЭ СПБ - 3,96.0,9.0,53.0,12902.0
128.0,95.0,685.0,ВШЭ СПБ - 3,96.0,9.0,52.0,13001.0
129.0,95.0,690.0,ВШЭ СПБ - 3,97.0,9.0,54.0,13102.0
130.0,95.0,695.0,ВШЭ СПБ - 3,97.0,9.0,54.0,13201.0
131.0,95.0,700.0,ВШЭ СПБ - 3,99.0,9.0,49.0,13300.0
132.0,95.0,705.0,ВШЭ СПБ - 3,104.0,9.0,53.0,13401.0
133.0,95.0,709.0,ВШЭ СПБ - 3,107.0,9.0,57.0,13500.0
134.0,95.0,712.0,ВШЭ СПБ - 3,119.0,9.0,39.0,13650.0
135.0,96.0,717.0,ВШЭ СПБ - 3,120.0,9.0,55.0,13750.0
136.0,96.0,721.0,ВШЭ СПБ - 3,113.0,9.0,51.0,13850.0
137.0,96.0,726.0,ВШЭ СПБ - 3,113.0,9.0,51.0,13901.0
138.0,96.0,730.0,ВШЭ СПБ - 3,110.0,9.0,50.0,14049.0
139.0,96.0,735.0,ВШЭ СПБ - 3,110.0,9.0,50.0,14101.0
140.0,96.0,738.0,ВШЭ СПБ - 3,110.0,9.0,50.0,14200.0
141.0,96.0,741.0,ВШЭ СПБ - 3,132.0,9.0,17.0,14300.0
142.0,97.0,745.0,ВШЭ СПБ - 3,132.0,9.0,17.0,14400.0
143.0,97.0,749.0,ВШЭ СПБ - 3,145.0,9.0,40.0,14501.0
144.0,97.0,754.0,ВШЭ СПБ - 3,108.0,9.0,49.0,14600.0
145.0,97.0,760.0,ВШЭ СПБ - 3,96.0,9.0,50.0,14701.0
146.0,97.0,765.0,ВШЭ СПБ - 3,96.0,9.0,50.0,14801.0
147.0,97.0,770.0,ВШЭ СПБ - 3,92.0,9.0,47.0,14901.0
148.0,97.0,776.0,ВШЭ СПБ - 3,92.0,9.0,48.0,15001.0
149.0,97.0,782.0,ВШЭ СПБ - 3,91.0,9.0,49.0,15101.0
150.0,97.0,787.0,ВШЭ СПБ - 3,90.0,9.0,48.0,15202.0
151.0,97.0,793.0,ВШЭ СПБ - 3,90.0,9.0,48.0,15301.0
152.0,96.0,798.0,ВШЭ СПБ - 3,89.0,9.0,47.0,15400.0
153.0,96.0,804.0,ВШЭ СПБ - 3,89.0,9.0,48.0,15501.0
154.0,96.0,810.0,ВШЭ СПБ - 3,90.0,9.0,48.0,15651.0
155.0,96.0,815.0,ВШЭ СПБ - 3,90.0,9.0,49.0,15701.0
156.0,96.0,821.0,ВШЭ СПБ - 3,90.0,9.0,49.0,15802.0
157.0,96.0,826.0,ВШЭ СПБ - 3,91.0,9.0,48.0,15951.0
158.0,96.0,832.0,ВШЭ СПБ - 3,91.0,9.0,48.0,16001.0
159.0,96.0,837.0,ВШЭ СПБ - 3,92.0,9.0,50.0,16100.0
160.0,96.0,843.0,ВШЭ СПБ - 3,93.0,9.0,48.0,16201.0
161.0,96.0,848.0,ВШЭ СПБ - 3,92.0,9.0,50.0,16351.0
162.0,96.0,854.0,ВШЭ СПБ - 3,92.0,9.0,50.0,16452.0
163.0,96.0,859.0,ВШЭ СПБ - 3,92.0,9.0,49.0,16551.0
164.0,96.0,865.0,ВШЭ СПБ - 3,92.0,9.0,49.0,16651.0
165.0,96.0,870.0,ВШЭ СПБ - 3,92.0,9.0,50.0,16751.0
166.0,96.0,875.0,ВШЭ СПБ - 3,93.0,9.0,49.0,16851.0
167.0,96.0,881.0,ВШЭ СПБ - 3,92.0,9.0,50.0,16951.0
168.0,96.0,886.0,ВШЭ СПБ - 3,93.0,9.0,50.0,17050.0
169.0,96.0,892.0,ВШЭ СПБ - 3,92.0,9.0,48.0,17150.0
170.0,96.0,897.0,ВШЭ СПБ - 3,92.0,9.0,48.0,17251.0
171.0,96.0,903.0,ВШЭ СПБ - 3,93.0,9.0,47.0,17351.0
172.0,96.0,908.0,ВШЭ СПБ - 3,93.0,9.0,49.0,17450.0
173.0,96.0,913.0,ВШЭ СПБ - 3,95.0,9.0,49.0,17551.0
174.0,96.0,918.0,ВШЭ СПБ - 3,96.0,9.0,49.0,17651.0
175.0,96.0,924.0,ВШЭ СПБ - 3,96.0,9.0,49.0,17750.0
176.0,96.0,929.0,ВШЭ СПБ - 3,95.0,9.0,50.0,17851.0
177.0,96.0,934.0,ВШЭ СПБ - 3,96.0,9.0,47.0,17950.0
178.0,96.0,940.0,ВШЭ СПБ - 3,95.0,9.0,48.0,18050.0
179.0,96.0,945.0,ВШЭ СПБ - 3,95.0,9.0,46.0,18150.0
180.0,96.0,950.0,ВШЭ СПБ - 3,95.0,9.0,46.0,18251.0
181.0,96.0,955.0,ВШЭ СПБ - 3,95.0,9.0,48.0,18350.0
182.0,96.0,961.0,ВШЭ СПБ - 3,96.0,9.0,47.0,18451.0
183.0,96.0,966.0,ВШЭ СПБ - 3,96.0,9.0,47.0,18550.0
184.0,96.0,971.0,ВШЭ СПБ - 3,97.0,9.0,48.0,18651.0
185.0,96.0,976.0,ВШЭ СПБ - 3,97.0,9.0,48.0,18750.0
186.0,96.0,981.0,ВШЭ СПБ - 3,97.0,9.0,45.0,18850.0
187.0,96.0,986.0,ВШЭ СПБ - 3,98.0,9.0,46.0,18951.0
188.0,96.0,992.0,ВШЭ СПБ - 3,99.0,9.0,48.0,19050.0
189.0,96.0,996.0,ВШЭ СПБ - 3,99.0,9.0,48.0,19150.0
190.0,96.0,1000.0,ВШЭ СПБ - 3,99.0,9.0,48.0,19167.0
0.0,337.0,2.0,ВМИ-2,121.0,1.0,0.0,151.0
1.0,173.0,6.0,ВМИ-2,98.0,1.0,66.0,252.0
2.0,129.0,12.0,ВМИ-2,84.0,2.0,54.0,351.0
3.0,129.0,18.0,ВМИ-2,84.0,3.0,54.0,452.0
4.0,111.0,24.0,ВМИ-2,79.0,2.0,48.0,552.0
5.0,101.0,31.0,ВМИ-2,77.0,3.0,47.0,651.0
6.0,96.0,37.0,ВМИ-2,78.0,2.0,45.0,752.0
7.0,92.0,43.0,ВМИ-2,77.0,3.0,50.0,852.0
8.0,92.0,50.0,ВМИ-2,77.0,3.0,50.0,952.0
9.0,90.0,56.0,ВМИ-2,76.0,3.0,52.0,1052.0
10.0,88.0,63.0,ВМИ-2,76.0,3.0,53.0,1151.0
11.0,87.0,70.0,ВМИ-2,76.0,3.0,51.0,1251.0
12.0,86.0,76.0,ВМИ-2,77.0,3.0,52.0,1352.0
13.0,85.0,83.0,ВМИ-2,78.0,2.0,49.0,1452.0
14.0,84.0,89.0,ВМИ-2,78.0,3.0,49.0,1552.0
15.0,84.0,95.0,ВМИ-2,78.0,3.0,50.0,1651.0
16.0,84.0,102.0,ВМИ-2,78.0,2.0,51.0,1752.0
17.0,83.0,108.0,ВМИ-2,78.0,2.0,49.0,1851.0
18.0,83.0,115.0,ВМИ-2,78.0,2.0,49.0,1952.0
19.0,83.0,121.0,ВМИ-2,78.0,2.0,49.0,2052.0
20.0,82.0,127.0,ВМИ-2,78.0,2.0,49.0,2151.0
21.0,82.0,134.0,ВМИ-2,79.0,2.0,50.0,2252.0
22.0,82.0,140.0,ВМИ-2,79.0,2.0,50.0,2351.0
23.0,82.0,147.0,ВМИ-2,79.0,2.0,49.0,2452.0
24.0,82.0,153.0,ВМИ-2,79.0,2.0,50.0,2552.0
25.0,82.0,159.0,ВМИ-2,79.0,2.0,49.0,2652.0
26.0,82.0,166.0,ВМИ-2,79.0,2.0,49.0,2752.0
27.0,82.0,172.0,ВМИ-2,79.0,2.0,49.0,2851.0
28.0,81.0,178.0,ВМИ-2,79.0,2.0,50.0,2951.0
29.0,81.0,185.0,ВМИ-2,80.0,2.0,49.0,3051.0
30.0,81.0,191.0,ВМИ-2,80.0,2.0,50.0,3151.0
31.0,81.0,197.0,ВМИ-2,80.0,2.0,50.0,3251.0
32.0,81.0,203.0,ВМИ-2,81.0,2.0,49.0,3351.0
33.0,81.0,210.0,ВМИ-2,81.0,2.0,49.0,3451.0
34.0,81.0,216.0,ВМИ-2,81.0,2.0,48.0,3550.0
35.0,81.0,222.0,ВМИ-2,81.0,2.0,49.0,3651.0
36.0,81.0,228.0,ВМИ-2,81.0,2.0,49.0,3752.0
37.0,81.0,234.0,ВМИ-2,81.0,2.0,49.0,3851.0
38.0,81.0,240.0,ВМИ-2,82.0,2.0,49.0,3950.0
39.0,81.0,247.0,ВМИ-2,82.0,2.0,46.0,4051.0
40.0,81.0,252.0,ВМИ-2,85.0,1.0,58.0,4150.0
41.0,81.0,256.0,ВМИ-2,85.0,1.0,58.0,4250.0
42.0,81.0,260.0,ВМИ-2,85.0,1.0,58.0,4350.0
43.0,81.0,263.0,ВМИ-2,85.0,2.0,58.0,4450.0
44.0,84.0,268.0,ВМИ-2,128.0,2.0,15.0,4550.0
45.0,84.0,274.0,ВМИ-2,94.0,2.0,58.0,4651.0
46.0,84.0,280.0,ВМИ-2,83.0,2.0,57.0,4751.0
47.0,84.0,286.0,ВМИ-2,80.0,2.0,59.0,4851.0
48.0,84.0,292.0,ВМИ-2,80.0,2.0,54.0,4951.0
49.0,84.0,299.0,ВМИ-2,78.0,2.0,58.0,5051.0
50.0,84.0,305.0,ВМИ-2,78.0,2.0,60.0,5151.0
51.0,83.0,312.0,ВМИ-2,78.0,2.0,59.0,5251.0
52.0,83.0,318.0,ВМИ-2,77.0,2.0,60.0,5351.0
53.0,83.0,325.0,ВМИ-2,77.0,2.0,61.0,5451.0
54.0,83.0,331.0,ВМИ-2,78.0,2.0,61.0,5551.0
55.0,83.0,338.0,ВМИ-2,78.0,2.0,63.0,5651.0
56.0,83.0,344.0,ВМИ-2,78.0,2.0,62.0,5751.0
57.0,83.0,351.0,ВМИ-2,78.0,2.0,63.0,5851.0
58.0,83.0,357.0,ВМИ-2,78.0,2.0,64.0,5951.0
59.0,83.0,364.0,ВМИ-2,78.0,2.0,63.0,6051.0
60.0,83.0,370.0,ВМИ-2,78.0,2.0,65.0,6150.0
61.0,82.0,376.0,ВМИ-2,78.0,2.0,63.0,6251.0
62.0,82.0,383.0,ВМИ-2,79.0,2.0,62.0,6350.0
63.0,82.0,389.0,ВМИ-2,79.0,2.0,61.0,6451.0
64.0,82.0,395.0,ВМИ-2,80.0,2.0,59.0,6551.0
65.0,82.0,402.0,ВМИ-2,80.0,2.0,61.0,6651.0
66.0,82.0,408.0,ВМИ-2,81.0,2.0,60.0,6751.0
67.0,82.0,414.0,ВМИ-2,83.0,2.0,57.0,6850.0
68.0,82.0,420.0,ВМИ-2,82.0,2.0,61.0,6950.0
69.0,82.0,426.0,ВМИ-2,82.0,2.0,61.0,7050.0
70.0,82.0,432.0,ВМИ-2,82.0,2.0,60.0,7150.0
71.0,82.0,438.0,ВМИ-2,84.0,2.0,58.0,7250.0
72.0,82.0,444.0,ВМИ-2,83.0,2.0,61.0,7351.0
73.0,82.0,450.0,ВМИ-2,82.0,2.0,61.0,7451.0
74.0,82.0,456.0,ВМИ-2,83.0,2.0,62.0,7551.0
75.0,82.0,462.0,ВМИ-2,84.0,2.0,60.0,7651.0
76.0,82.0,468.0,ВМИ-2,86.0,2.0,59.0,7750.0
77.0,82.0,474.0,ВМИ-2,86.0,2.0,58.0,7850.0
78.0,82.0,480.0,ВМИ-2,86.0,2.0,60.0,7950.0
79.0,82.0,486.0,ВМИ-2,87.0,2.0,58.0,8050.0
80.0,82.0,491.0,ВМИ-2,89.0,2.0,57.0,8150.0
81.0,83.0,497.0,ВМИ-2,90.0,2.0,56.0,8250.0
82.0,83.0,501.0,ВМИ-2,90.0,2.0,56.0,8350.0
83.0,83.0,505.0,ВМИ-2,90.0,2.0,56.0,8448.0
84.0,83.0,509.0,ВМИ-2,90.0,2.0,56.0,8549.0
85.0,84.0,513.0,ВМИ-2,119.0,2.0,15.0,8650.0
86.0,84.0,519.0,ВМИ-2,93.0,2.0,66.0,8750.0
87.0,84.0,525.0,ВМИ-2,85.0,2.0,64.0,8851.0
88.0,84.0,531.0,ВМИ-2,81.0,2.0,60.0,8950.0
89.0,84.0,538.0,ВМИ-2,79.0,2.0,60.0,9050.0
90.0,84.0,544.0,ВМИ-2,78.0,2.0,61.0,9151.0
91.0,84.0,551.0,ВМИ-2,78.0,2.0,60.0,9250.0
92.0,84.0,557.0,ВМИ-2,78.0,2.0,61.0,9350.0
93.0,83.0,564.0,ВМИ-2,78.0,2.0,62.0,9451.0
94.0,83.0,570.0,ВМИ-2,77.0,2.0,60.0,9550.0
95.0,83.0,577.0,ВМИ-2,78.0,2.0,59.0,9650.0
96.0,83.0,583.0,ВМИ-2,79.0,2.0,58.0,9750.0
97.0,83.0,589.0,ВМИ-2,80.0,2.0,57.0,9850.0
98.0,83.0,595.0,ВМИ-2,81.0,2.0,60.0,9950.0
99.0,83.0,602.0,ВМИ-2,80.0,2.0,59.0,10050.0
100.0,83.0,608.0,ВМИ-2,80.0,2.0,59.0,10150.0
101.0,83.0,614.0,ВМИ-2,80.0,2.0,58.0,10250.0
102.0,83.0,621.0,ВМИ-2,80.0,2.0,61.0,10351.0
103.0,83.0,627.0,ВМИ-2,81.0,2.0,59.0,10450.0
104.0,83.0,633.0,ВМИ-2,82.0,2.0,58.0,10550.0
105.0,83.0,639.0,ВМИ-2,83.0,2.0,60.0,10651.0
106.0,83.0,645.0,ВМИ-2,82.0,2.0,60.0,10750.0
107.0,83.0,651.0,ВМИ-2,83.0,2.0,57.0,10850.0
108.0,83.0,657.0,ВМИ-2,84.0,2.0,59.0,10949.0
109.0,83.0,663.0,ВМИ-2,83.0,2.0,62.0,11050.0
110.0,83.0,669.0,ВМИ-2,83.0,2.0,60.0,11150.0
111.0,83.0,675.0,ВМИ-2,83.0,2.0,60.0,11251.0
112.0,83.0,681.0,ВМИ-2,83.0,2.0,59.0,11350.0
113.0,83.0,687.0,ВМИ-2,83.0,2.0,62.0,11451.0
114.0,83.0,693.0,ВМИ-2,83.0,2.0,60.0,11550.0
115.0,83.0,699.0,ВМИ-2,84.0,2.0,59.0,11650.0
116.0,83.0,705.0,ВМИ-2,87.0,2.0,58.0,11749.0
117.0,83.0,711.0,ВМИ-2,87.0,2.0,64.0,11850.0
118.0,83.0,717.0,ВМИ-2,86.0,2.0,63.0,11950.0
119.0,83.0,723.0,ВМИ-2,85.0,2.0,60.0,12050.0
120.0,83.0,729.0,ВМИ-2,84.0,2.0,64.0,12149.0
121.0,83.0,734.0,ВМИ-2,85.0,2.0,61.0,12249.0
122.0,83.0,740.0,ВМИ-2,86.0,2.0,62.0,12350.0
123.0,83.0,746.0,ВМИ-2,85.0,2.0,59.0,12450.0
124.0,83.0,752.0,ВМИ-2,86.0,2.0,63.0,12549.0
125.0,83.0,757.0,ВМИ-2,86.0,2.0,63.0,12648.0
126.0,83.0,760.0,ВМИ-2,86.0,2.0,63.0,12748.0
127.0,84.0,764.0,ВМИ-2,113.0,2.0,20.0,12848.0
128.0,84.0,769.0,ВМИ-2,117.0,2.0,53.0,12949.0
129.0,84.0,775.0,ВМИ-2,90.0,2.0,52.0,13050.0
130.0,84.0,781.0,ВМИ-2,82.0,2.0,52.0,13150.0
131.0,84.0,788.0,ВМИ-2,78.0,2.0,52.0,13250.0
132.0,84.0,794.0,ВМИ-2,78.0,2.0,52.0,13350.0
133.0,84.0,801.0,ВМИ-2,77.0,2.0,52.0,13450.0
134.0,84.0,807.0,ВМИ-2,78.0,2.0,52.0,13550.0
135.0,84.0,813.0,ВМИ-2,79.0,2.0,49.0,13650.0
136.0,84.0,820.0,ВМИ-2,79.0,2.0,51.0,13750.0
137.0,84.0,826.0,ВМИ-2,78.0,2.0,52.0,13850.0
138.0,84.0,833.0,ВМИ-2,78.0,2.0,52.0,13950.0
139.0,83.0,839.0,ВМИ-2,78.0,2.0,52.0,14051.0
140.0,83.0,845.0,ВМИ-2,79.0,2.0,52.0,14150.0
141.0,83.0,852.0,ВМИ-2,79.0,2.0,51.0,14250.0
142.0,83.0,858.0,ВМИ-2,78.0,2.0,52.0,14350.0
143.0,83.0,865.0,ВМИ-2,78.0,2.0,52.0,14450.0
144.0,83.0,871.0,ВМИ-2,78.0,2.0,51.0,14549.0
145.0,83.0,878.0,ВМИ-2,79.0,2.0,52.0,14650.0
146.0,83.0,884.0,ВМИ-2,79.0,2.0,52.0,14750.0
147.0,83.0,890.0,ВМИ-2,79.0,2.0,53.0,14850.0
148.0,83.0,897.0,ВМИ-2,79.0,2.0,52.0,14950.0
149.0,83.0,903.0,ВМИ-2,79.0,2.0,53.0,15049.0
150.0,83.0,909.0,ВМИ-2,79.0,2.0,52.0,15150.0
151.0,83.0,916.0,ВМИ-2,79.0,2.0,52.0,15250.0
152.0,83.0,922.0,ВМИ-2,78.0,2.0,53.0,15350.0
153.0,83.0,929.0,ВМИ-2,79.0,2.0,52.0,15449.0
154.0,83.0,935.0,ВМИ-2,79.0,2.0,52.0,15550.0
